date,value,id,state
2011-07-01,1637.9,CTNA,CT
2011-08-01,1634.9,CTNA,CT
2011-09-01,1638.1,CTNA,CT
2011-10-01,1635.6,CTNA,CT
2011-11-01,1635.9,CTNA,CT
2011-12-01,1639.4,CTNA,CT
2012-01-01,1642.4,CTNA,CT
2012-02-01,1647.3,CTNA,CT
2012-03-01,1650.2,CTNA,CT
2012-04-01,1643.0,CTNA,CT
2012-05-01,1644.5,CTNA,CT
2012-06-01,1645.9,CTNA,CT
2012-07-01,1646.5,CTNA,CT
2012-08-01,1646.9,CTNA,CT
2012-09-01,1651.0,CTNA,CT
2012-10-01,1653.2,CTNA,CT
2012-11-01,1653.4,CTNA,CT
2012-12-01,1655.8,CTNA,CT
2013-01-01,1653.7,CTNA,CT
2013-02-01,1652.2,CTNA,CT
2013-03-01,1657.4,CTNA,CT
2013-04-01,1660.2,CTNA,CT
2013-05-01,1659.8,CTNA,CT
2013-06-01,1665.0,CTNA,CT
2013-07-01,1668.9,CTNA,CT
2013-08-01,1665.3,CTNA,CT
2013-09-01,1663.1,CTNA,CT
2013-10-01,1662.4,CTNA,CT
2013-11-01,1664.1,CTNA,CT
2013-12-01,1660.8,CTNA,CT
2014-01-01,1665.7,CTNA,CT
2014-02-01,1662.2,CTNA,CT
2014-03-01,1665.6,CTNA,CT
2014-04-01,1671.3,CTNA,CT
2014-05-01,1672.2,CTNA,CT
2014-06-01,1672.3,CTNA,CT
2014-07-01,1675.1,CTNA,CT
2014-08-01,1675.8,CTNA,CT
2014-09-01,1676.8,CTNA,CT
2014-10-01,1677.3,CTNA,CT
2014-11-01,1680.0,CTNA,CT
2014-12-01,1680.9,CTNA,CT
2015-01-01,1683.9,CTNA,CT
2015-02-01,1681.3,CTNA,CT
2015-03-01,1681.6,CTNA,CT
2015-04-01,1683.8,CTNA,CT
2015-05-01,1688.3,CTNA,CT
2015-06-01,1690.7,CTNA,CT
2015-07-01,1685.9,CTNA,CT
2015-08-01,1685.9,CTNA,CT
2015-09-01,1687.9,CTNA,CT
2015-10-01,1690.8,CTNA,CT
2015-11-01,1691.8,CTNA,CT
2015-12-01,1689.5,CTNA,CT
2016-01-01,1687.2,CTNA,CT
2016-02-01,1690.7,CTNA,CT
2016-03-01,1696.0,CTNA,CT
2016-04-01,1691.5,CTNA,CT
2016-05-01,1692.8,CTNA,CT
2016-06-01,1688.8,CTNA,CT
2016-07-01,1694.0,CTNA,CT
2016-08-01,1693.5,CTNA,CT
2016-09-01,1693.1,CTNA,CT
2016-10-01,1693.8,CTNA,CT
2016-11-01,1693.3,CTNA,CT
2016-12-01,1695.1,CTNA,CT
2017-01-01,1697.5,CTNA,CT
2017-02-01,1695.7,CTNA,CT
2017-03-01,1696.3,CTNA,CT
2017-04-01,1694.5,CTNA,CT
2017-05-01,1697.0,CTNA,CT
2017-06-01,1698.6,CTNA,CT
2017-07-01,1696.8,CTNA,CT
2017-08-01,1697.0,CTNA,CT
2017-09-01,1696.6,CTNA,CT
2017-10-01,1694.8,CTNA,CT
2017-11-01,1695.0,CTNA,CT
2017-12-01,1694.5,CTNA,CT
2018-01-01,1696.2,CTNA,CT
2018-02-01,1697.9,CTNA,CT
2018-03-01,1696.5,CTNA,CT
2018-04-01,1693.8,CTNA,CT
2018-05-01,1698.3,CTNA,CT
2018-06-01,1702.4,CTNA,CT
2018-07-01,1700.4,CTNA,CT
2018-08-01,1700.8,CTNA,CT
2018-09-01,1700.5,CTNA,CT
2018-10-01,1700.7,CTNA,CT
2018-11-01,1699.4,CTNA,CT
2018-12-01,1702.4,CTNA,CT
2019-01-01,1696.5,CTNA,CT
2019-02-01,1696.7,CTNA,CT
2019-03-01,1696.4,CTNA,CT
2019-04-01,1697.8,CTNA,CT
2019-05-01,1696.5,CTNA,CT
2019-06-01,1694.7,CTNA,CT
2019-07-01,1695.9,CTNA,CT
2019-08-01,1693.6,CTNA,CT
2019-09-01,1695.6,CTNA,CT
2019-10-01,1696.8,CTNA,CT
2019-11-01,1698.3,CTNA,CT
2019-12-01,1693.6,CTNA,CT
2020-01-01,1701.7,CTNA,CT
2020-02-01,1699.0,CTNA,CT
2020-03-01,1683.1,CTNA,CT
2020-04-01,1407.9,CTNA,CT
2020-05-01,1439.4,CTNA,CT
2020-06-01,1496.2,CTNA,CT
2020-07-01,1530.7,CTNA,CT
2020-08-01,1555.8,CTNA,CT
2020-09-01,1576.7,CTNA,CT
2020-10-01,1585.2,CTNA,CT
2020-11-01,1587.0,CTNA,CT
2020-12-01,1583.8,CTNA,CT
2021-01-01,1586.1,CTNA,CT
2021-02-01,1589.7,CTNA,CT
2021-03-01,1596.7,CTNA,CT
2021-04-01,1599.5,CTNA,CT
2021-05-01,1605.4,CTNA,CT
2021-06-01,1610.7,CTNA,CT
2021-07-01,1626.7,CTNA,CT
2021-08-01,1625.0,CTNA,CT
2021-09-01,1625.7,CTNA,CT
2021-10-01,1640.5,CTNA,CT
2021-11-01,1644.2,CTNA,CT
2021-12-01,1650.9,CTNA,CT
2022-01-01,1645.0,CTNA,CT
2022-02-01,1659.9,CTNA,CT
2022-03-01,1664.1,CTNA,CT
2022-04-01,1668.9,CTNA,CT
2022-05-01,1666.7,CTNA,CT
2022-06-01,1664.8,CTNA,CT
2022-07-01,1672.1,CTNA,CT
2022-08-01,1674.4,CTNA,CT
2022-09-01,1674.2,CTNA,CT
2022-10-01,1673.8,CTNA,CT
2022-11-01,1676.9,CTNA,CT
2022-12-01,1680.5,CTNA,CT
2023-01-01,1689.5,CTNA,CT
2023-02-01,1687.7,CTNA,CT
2023-03-01,1688.7,CTNA,CT
2023-04-01,1685.8,CTNA,CT
2023-05-01,1691.8,CTNA,CT
2023-06-01,1699.2,CTNA,CT
2023-07-01,1696.4,CTNA,CT
2023-08-01,1698.7,CTNA,CT
2023-09-01,1699.5,CTNA,CT
2023-10-01,1700.5,CTNA,CT
2023-11-01,1700.0,CTNA,CT
2023-12-01,1700.1,CTNA,CT
2024-01-01,1704.0,CTNA,CT
2024-02-01,1703.5,CTNA,CT
2024-03-01,1705.4,CTNA,CT
2024-04-01,1706.7,CTNA,CT
2024-05-01,1708.3,CTNA,CT
2024-06-01,1711.0,CTNA,CT
2024-07-01,1708.6,CTNA,CT
2024-08-01,1707.5,CTNA,CT
2024-09-01,1709.6,CTNA,CT
2024-10-01,1711.0,CTNA,CT
2024-11-01,1712.6,CTNA,CT
2024-12-01,1716.1,CTNA,CT
2025-01-01,1717.6,CTNA,CT
2025-02-01,1715.9,CTNA,CT
2025-03-01,1711.8,CTNA,CT
2025-04-01,1716.6,CTNA,CT
2025-05-01,1712.4,CTNA,CT
2025-06-01,1718.5,CTNA,CT
2025-07-01,1719.2,CTNA,CT
1990-01-01,344.6,DENA,DE
1990-02-01,350.5,DENA,DE
1990-03-01,350.9,DENA,DE
1990-04-01,348.4,DENA,DE
1990-05-01,349.0,DENA,DE
1990-06-01,348.4,DENA,DE
1990-07-01,346.1,DENA,DE
1990-08-01,349.2,DENA,DE
1990-09-01,348.9,DENA,DE
1990-10-01,346.9,DENA,DE
1990-11-01,342.7,DENA,DE
1990-12-01,342.6,DENA,DE
1991-01-01,347.2,DENA,DE
1991-02-01,340.9,DENA,DE
1991-03-01,347.1,DENA,DE
1991-04-01,337.6,DENA,DE
1991-05-01,343.0,DENA,DE
1991-06-01,342.9,DENA,DE
1991-07-01,340.4,DENA,DE
1991-08-01,337.3,DENA,DE
1991-09-01,339.3,DENA,DE
1991-10-01,342.1,DENA,DE
1991-11-01,341.1,DENA,DE
1991-12-01,339.9,DENA,DE
1992-01-01,340.3,DENA,DE
1992-02-01,338.2,DENA,DE
1992-03-01,338.0,DENA,DE
1992-04-01,340.7,DENA,DE
1992-05-01,341.8,DENA,DE
1992-06-01,341.6,DENA,DE
1992-07-01,341.5,DENA,DE
1992-08-01,342.1,DENA,DE
1992-09-01,340.9,DENA,DE
1992-10-01,339.5,DENA,DE
1992-11-01,343.9,DENA,DE
1992-12-01,343.5,DENA,DE
1993-01-01,344.9,DENA,DE
1993-02-01,346.3,DENA,DE
1993-03-01,344.3,DENA,DE
1993-04-01,347.2,DENA,DE
1993-05-01,348.0,DENA,DE
1993-06-01,348.0,DENA,DE
1993-07-01,349.6,DENA,DE
1993-08-01,349.7,DENA,DE
1993-09-01,352.0,DENA,DE
1993-10-01,349.9,DENA,DE
1993-11-01,349.9,DENA,DE
1993-12-01,351.1,DENA,DE
1994-01-01,350.8,DENA,DE
1994-02-01,349.9,DENA,DE
1994-03-01,350.8,DENA,DE
1994-04-01,351.8,DENA,DE
1994-05-01,353.7,DENA,DE
1994-06-01,355.2,DENA,DE
1994-07-01,353.7,DENA,DE
1994-08-01,358.2,DENA,DE
1994-09-01,359.3,DENA,DE
1994-10-01,360.0,DENA,DE
1994-11-01,361.7,DENA,DE
1994-12-01,361.8,DENA,DE
1995-01-01,362.9,DENA,DE
1995-02-01,363.0,DENA,DE
1995-03-01,364.5,DENA,DE
1995-04-01,364.1,DENA,DE
1995-05-01,364.1,DENA,DE
1995-06-01,362.9,DENA,DE
1995-07-01,364.3,DENA,DE
1995-08-01,368.0,DENA,DE
1995-09-01,368.9,DENA,DE
1995-10-01,369.4,DENA,DE
1995-11-01,369.2,DENA,DE
1995-12-01,369.9,DENA,DE
1996-01-01,364.8,DENA,DE
1996-02-01,372.5,DENA,DE
1996-03-01,371.5,DENA,DE
1996-04-01,376.6,DENA,DE
1996-05-01,378.5,DENA,DE
1996-06-01,379.0,DENA,DE
1996-07-01,375.9,DENA,DE
1996-08-01,375.3,DENA,DE
1996-09-01,376.9,DENA,DE
1996-10-01,378.8,DENA,DE
1996-11-01,379.9,DENA,DE
1996-12-01,380.3,DENA,DE
1997-01-01,381.6,DENA,DE
1997-02-01,383.2,DENA,DE
1997-03-01,383.9,DENA,DE
1997-04-01,384.8,DENA,DE
1997-05-01,385.3,DENA,DE
1997-06-01,387.6,DENA,DE
1997-07-01,385.5,DENA,DE
1997-08-01,388.9,DENA,DE
1997-09-01,389.8,DENA,DE
1997-10-01,391.1,DENA,DE
1997-11-01,392.6,DENA,DE
1997-12-01,395.5,DENA,DE
1998-01-01,395.6,DENA,DE
1998-02-01,395.3,DENA,DE
1998-03-01,395.8,DENA,DE
1998-04-01,396.5,DENA,DE
1998-05-01,397.8,DENA,DE
1998-06-01,399.7,DENA,DE
1998-07-01,398.3,DENA,DE
1998-08-01,402.6,DENA,DE
1998-09-01,404.4,DENA,DE
1998-10-01,402.3,DENA,DE
1998-11-01,402.4,DENA,DE
1998-12-01,406.2,DENA,DE
1999-01-01,405.9,DENA,DE
1999-02-01,408.0,DENA,DE
1999-03-01,409.1,DENA,DE
1999-04-01,410.9,DENA,DE
1999-05-01,411.2,DENA,DE
1999-06-01,411.3,DENA,DE
1999-07-01,411.8,DENA,DE
1999-08-01,414.6,DENA,DE
1999-09-01,413.8,DENA,DE
1999-10-01,417.5,DENA,DE
1999-11-01,418.7,DENA,DE
1999-12-01,419.5,DENA,DE
2000-01-01,417.2,DENA,DE
2000-02-01,418.9,DENA,DE
2000-03-01,420.5,DENA,DE
2000-04-01,419.4,DENA,DE
2000-05-01,419.2,DENA,DE
2000-06-01,421.0,DENA,DE
2000-07-01,421.1,DENA,DE
2000-08-01,419.6,DENA,DE
2000-09-01,420.3,DENA,DE
2000-10-01,421.2,DENA,DE
2000-11-01,420.7,DENA,DE
2000-12-01,421.7,DENA,DE
2001-01-01,420.7,DENA,DE
2001-02-01,422.0,DENA,DE
2001-03-01,424.8,DENA,DE
2001-04-01,421.6,DENA,DE
2001-05-01,421.1,DENA,DE
2001-06-01,421.3,DENA,DE
2001-07-01,418.7,DENA,DE
2001-08-01,418.2,DENA,DE
2001-09-01,416.1,DENA,DE
2001-10-01,416.9,DENA,DE
2001-11-01,416.5,DENA,DE
2001-12-01,415.7,DENA,DE
2002-01-01,413.2,DENA,DE
2002-02-01,414.7,DENA,DE
2002-03-01,412.8,DENA,DE
2002-04-01,413.7,DENA,DE
2002-05-01,415.4,DENA,DE
2002-06-01,413.2,DENA,DE
2002-07-01,414.7,DENA,DE
2002-08-01,415.4,DENA,DE
2002-09-01,417.9,DENA,DE
2002-10-01,414.6,DENA,DE
2002-11-01,415.0,DENA,DE
2002-12-01,415.0,DENA,DE
2003-01-01,412.6,DENA,DE
2003-02-01,410.5,DENA,DE
2003-03-01,409.8,DENA,DE
2003-04-01,412.3,DENA,DE
2003-05-01,413.8,DENA,DE
2003-06-01,415.3,DENA,DE
2003-07-01,414.8,DENA,DE
2003-08-01,415.7,DENA,DE
2003-09-01,417.6,DENA,DE
2003-10-01,418.0,DENA,DE
2003-11-01,418.2,DENA,DE
2003-12-01,419.2,DENA,DE
2004-01-01,420.5,DENA,DE
2004-02-01,423.3,DENA,DE
2004-03-01,422.9,DENA,DE
2004-04-01,420.1,DENA,DE
2004-05-01,422.5,DENA,DE
2004-06-01,424.3,DENA,DE
2004-07-01,424.3,DENA,DE
2004-08-01,425.2,DENA,DE
2004-09-01,426.1,DENA,DE
2004-10-01,427.6,DENA,DE
2004-11-01,428.2,DENA,DE
2004-12-01,427.7,DENA,DE
2005-01-01,427.9,DENA,DE
2005-02-01,428.8,DENA,DE
2005-03-01,428.9,DENA,DE
2005-04-01,431.2,DENA,DE
2005-05-01,431.7,DENA,DE
2005-06-01,429.5,DENA,DE
2005-07-01,432.1,DENA,DE
2005-08-01,433.5,DENA,DE
2005-09-01,434.8,DENA,DE
2005-10-01,434.4,DENA,DE
2005-11-01,438.0,DENA,DE
2005-12-01,436.7,DENA,DE
2006-01-01,436.7,DENA,DE
2006-02-01,437.4,DENA,DE
2006-03-01,437.3,DENA,DE
2006-04-01,437.2,DENA,DE
2006-05-01,438.0,DENA,DE
2006-06-01,437.5,DENA,DE
2006-07-01,436.1,DENA,DE
2006-08-01,436.7,DENA,DE
2006-09-01,436.9,DENA,DE
2006-10-01,437.6,DENA,DE
2006-11-01,437.9,DENA,DE
2006-12-01,439.5,DENA,DE
2007-01-01,438.0,DENA,DE
2007-02-01,436.3,DENA,DE
2007-03-01,437.7,DENA,DE
2007-04-01,437.2,DENA,DE
2007-05-01,438.6,DENA,DE
2007-06-01,439.3,DENA,DE
2007-07-01,437.9,DENA,DE
2007-08-01,437.9,DENA,DE
2007-09-01,437.4,DENA,DE
2007-10-01,437.1,DENA,DE
2007-11-01,438.9,DENA,DE
2007-12-01,440.3,DENA,DE
2008-01-01,439.9,DENA,DE
2008-02-01,440.6,DENA,DE
2008-03-01,439.8,DENA,DE
2008-04-01,440.2,DENA,DE
2008-05-01,437.7,DENA,DE
2008-06-01,436.7,DENA,DE
2008-07-01,435.9,DENA,DE
2008-08-01,434.9,DENA,DE
2008-09-01,433.5,DENA,DE
2008-10-01,431.6,DENA,DE
2008-11-01,431.0,DENA,DE
2008-12-01,427.6,DENA,DE
2009-01-01,424.7,DENA,DE
2009-02-01,422.8,DENA,DE
2009-03-01,420.0,DENA,DE
2009-04-01,417.0,DENA,DE
2009-05-01,417.9,DENA,DE
2009-06-01,415.1,DENA,DE
2009-07-01,413.5,DENA,DE
2009-08-01,412.7,DENA,DE
2009-09-01,412.4,DENA,DE
2009-10-01,412.6,DENA,DE
2009-11-01,411.3,DENA,DE
2009-12-01,409.4,DENA,DE
2010-01-01,408.5,DENA,DE
2010-02-01,405.5,DENA,DE
2010-03-01,408.9,DENA,DE
2010-04-01,411.3,DENA,DE
2010-05-01,413.2,DENA,DE
2010-06-01,413.6,DENA,DE
2010-07-01,416.0,DENA,DE
2010-08-01,415.8,DENA,DE
2010-09-01,416.0,DENA,DE
2010-10-01,414.6,DENA,DE
2010-11-01,414.3,DENA,DE
2010-12-01,415.4,DENA,DE
2011-01-01,415.5,DENA,DE
2011-02-01,416.9,DENA,DE
2011-03-01,417.0,DENA,DE
2011-04-01,419.3,DENA,DE
2011-05-01,416.1,DENA,DE
2011-06-01,415.9,DENA,DE
2011-07-01,416.1,DENA,DE
2011-08-01,414.8,DENA,DE
2011-09-01,416.6,DENA,DE
2011-10-01,414.4,DENA,DE
2011-11-01,415.0,DENA,DE
2011-12-01,415.6,DENA,DE
2012-01-01,415.6,DENA,DE
2012-02-01,416.3,DENA,DE
2012-03-01,417.8,DENA,DE
2012-04-01,417.0,DENA,DE
2012-05-01,417.7,DENA,DE
2012-06-01,417.3,DENA,DE
2012-07-01,417.9,DENA,DE
2012-08-01,418.9,DENA,DE
2012-09-01,418.8,DENA,DE
2012-10-01,420.1,DENA,DE
2012-11-01,421.1,DENA,DE
2012-12-01,421.8,DENA,DE
2013-01-01,421.7,DENA,DE
2013-02-01,423.4,DENA,DE
2013-03-01,424.7,DENA,DE
2013-04-01,425.0,DENA,DE
2013-05-01,425.8,DENA,DE
2013-06-01,426.3,DENA,DE
2013-07-01,427.2,DENA,DE
2013-08-01,429.5,DENA,DE
2013-09-01,429.4,DENA,DE
2013-10-01,430.9,DENA,DE
2013-11-01,431.8,DENA,DE
2013-12-01,430.6,DENA,DE
2014-01-01,433.0,DENA,DE
2014-02-01,432.6,DENA,DE
2014-03-01,433.4,DENA,DE
2014-04-01,434.4,DENA,DE
2014-05-01,436.1,DENA,DE
2014-06-01,436.6,DENA,DE
2014-07-01,436.4,DENA,DE
2014-08-01,437.5,DENA,DE
2014-09-01,438.5,DENA,DE
2014-10-01,439.4,DENA,DE
2014-11-01,442.5,DENA,DE
2014-12-01,442.6,DENA,DE
2015-01-01,442.9,DENA,DE
2015-02-01,443.2,DENA,DE
2015-03-01,443.6,DENA,DE
2015-04-01,442.8,DENA,DE
2015-05-01,446.5,DENA,DE
2015-06-01,447.0,DENA,DE
2015-07-01,447.8,DENA,DE
2015-08-01,447.7,DENA,DE
2015-09-01,449.2,DENA,DE
2015-10-01,449.5,DENA,DE
2015-11-01,451.8,DENA,DE
2015-12-01,450.7,DENA,DE
2016-01-01,449.7,DENA,DE
2016-02-01,449.9,DENA,DE
2016-03-01,450.9,DENA,DE
2016-04-01,450.8,DENA,DE
2016-05-01,450.0,DENA,DE
2016-06-01,450.3,DENA,DE
2016-07-01,452.6,DENA,DE
2016-08-01,452.5,DENA,DE
2016-09-01,452.5,DENA,DE
2016-10-01,452.2,DENA,DE
2016-11-01,452.8,DENA,DE
2016-12-01,453.2,DENA,DE
2017-01-01,454.9,DENA,DE
2017-02-01,454.7,DENA,DE
2017-03-01,455.2,DENA,DE
2017-04-01,454.7,DENA,DE
2017-05-01,453.3,DENA,DE
2017-06-01,455.2,DENA,DE
2017-07-01,454.5,DENA,DE
2017-08-01,454.9,DENA,DE
2017-09-01,456.3,DENA,DE
2017-10-01,454.7,DENA,DE
2017-11-01,456.1,DENA,DE
2017-12-01,457.0,DENA,DE
2018-01-01,457.5,DENA,DE
2018-02-01,459.0,DENA,DE
2018-03-01,459.3,DENA,DE
2018-04-01,459.7,DENA,DE
2018-05-01,461.6,DENA,DE
2018-06-01,461.4,DENA,DE
2018-07-01,459.9,DENA,DE
2018-08-01,459.7,DENA,DE
2018-09-01,460.3,DENA,DE
2018-10-01,461.8,DENA,DE
2018-11-01,461.3,DENA,DE
2018-12-01,462.7,DENA,DE
2019-01-01,463.7,DENA,DE
2019-02-01,463.9,DENA,DE
2019-03-01,465.8,DENA,DE
2019-04-01,465.2,DENA,DE
2019-05-01,464.8,DENA,DE
2019-06-01,465.0,DENA,DE
2019-07-01,465.8,DENA,DE
2019-08-01,466.5,DENA,DE
2019-09-01,465.8,DENA,DE
2019-10-01,465.5,DENA,DE
2019-11-01,466.8,DENA,DE
2019-12-01,466.9,DENA,DE
2020-01-01,467.5,DENA,DE
2020-02-01,467.1,DENA,DE
2020-03-01,463.9,DENA,DE
2020-04-01,398.8,DENA,DE
2020-05-01,405.4,DENA,DE
2020-06-01,426.1,DENA,DE
2020-07-01,432.8,DENA,DE
2020-08-01,438.6,DENA,DE
2020-09-01,442.4,DENA,DE
2020-10-01,444.1,DENA,DE
2020-11-01,444.6,DENA,DE
2020-12-01,444.8,DENA,DE
2021-01-01,444.7,DENA,DE
2021-02-01,444.3,DENA,DE
2021-03-01,446.5,DENA,DE
2021-04-01,448.0,DENA,DE
2021-05-01,448.4,DENA,DE
2021-06-01,449.1,DENA,DE
2021-07-01,452.9,DENA,DE
2021-08-01,453.4,DENA,DE
2021-09-01,453.8,DENA,DE
2021-10-01,456.9,DENA,DE
2021-11-01,459.3,DENA,DE
2021-12-01,462.2,DENA,DE
2022-01-01,461.8,DENA,DE
2022-02-01,465.2,DENA,DE
2022-03-01,465.4,DENA,DE
2022-04-01,468.9,DENA,DE
2022-05-01,468.4,DENA,DE
2022-06-01,467.2,DENA,DE
2022-07-01,470.5,DENA,DE
2022-08-01,471.8,DENA,DE
2022-09-01,474.3,DENA,DE
2022-10-01,474.8,DENA,DE
2022-11-01,475.8,DENA,DE
2022-12-01,477.4,DENA,DE
2023-01-01,479.7,DENA,DE
2023-02-01,480.4,DENA,DE
2023-03-01,480.7,DENA,DE
2023-04-01,481.3,DENA,DE
2023-05-01,483.4,DENA,DE
2023-06-01,484.7,DENA,DE
2023-07-01,484.3,DENA,DE
2023-08-01,485.1,DENA,DE
2023-09-01,485.8,DENA,DE
2023-10-01,485.5,DENA,DE
2023-11-01,485.7,DENA,DE
2023-12-01,486.5,DENA,DE
2024-01-01,486.4,DENA,DE
2024-02-01,486.4,DENA,DE
2024-03-01,489.1,DENA,DE
2024-04-01,488.9,DENA,DE
2024-05-01,489.1,DENA,DE
2024-06-01,488.6,DENA,DE
2024-07-01,489.0,DENA,DE
2024-08-01,490.3,DENA,DE
2024-09-01,491.3,DENA,DE
2024-10-01,488.0,DENA,DE
2024-11-01,490.4,DENA,DE
2024-12-01,490.8,DENA,DE
2025-01-01,491.2,DENA,DE
2025-02-01,492.6,DENA,DE
2025-03-01,493.0,DENA,DE
2025-04-01,494.1,DENA,DE
2025-05-01,493.5,DENA,DE
2025-06-01,492.6,DENA,DE
2025-07-01,492.9,DENA,DE
1990-01-01,5382.3,FLNA,FL
1990-02-01,5393.1,FLNA,FL
1990-03-01,5399.7,FLNA,FL
1990-04-01,5402.8,FLNA,FL
1990-05-01,5410.3,FLNA,FL
1990-06-01,5412.1,FLNA,FL
1990-07-01,5400.3,FLNA,FL
1990-08-01,5402.2,FLNA,FL
1990-09-01,5396.2,FLNA,FL
1990-10-01,5386.9,FLNA,FL
1990-11-01,5372.0,FLNA,FL
1990-12-01,5363.3,FLNA,FL
1991-01-01,5341.3,FLNA,FL
1991-02-01,5317.4,FLNA,FL
1991-03-01,5302.8,FLNA,FL
1991-04-01,5294.0,FLNA,FL
1991-05-01,5291.2,FLNA,FL
1991-06-01,5283.8,FLNA,FL
1991-07-01,5289.0,FLNA,FL
1991-08-01,5300.0,FLNA,FL
1991-09-01,5293.4,FLNA,FL
1991-10-01,5283.3,FLNA,FL
1991-11-01,5289.4,FLNA,FL
1991-12-01,5280.1,FLNA,FL
1992-01-01,5296.2,FLNA,FL
1992-02-01,5289.1,FLNA,FL
1992-03-01,5324.3,FLNA,FL
1992-04-01,5305.7,FLNA,FL
1992-05-01,5324.9,FLNA,FL
1992-06-01,5332.8,FLNA,FL
1992-07-01,5345.8,FLNA,FL
1992-08-01,5350.4,FLNA,FL
1992-09-01,5368.9,FLNA,FL
1992-10-01,5387.0,FLNA,FL
1992-11-01,5415.1,FLNA,FL
1992-12-01,5427.3,FLNA,FL
1993-01-01,5445.4,FLNA,FL
1993-02-01,5473.6,FLNA,FL
1993-03-01,5482.7,FLNA,FL
1993-04-01,5527.1,FLNA,FL
1993-05-01,5534.2,FLNA,FL
1993-06-01,5553.3,FLNA,FL
1993-07-01,5570.4,FLNA,FL
1993-08-01,5586.8,FLNA,FL
1993-09-01,5590.1,FLNA,FL
1993-10-01,5623.5,FLNA,FL
1993-11-01,5626.8,FLNA,FL
1993-12-01,5645.1,FLNA,FL
1994-01-01,5668.6,FLNA,FL
1994-02-01,5683.0,FLNA,FL
1994-03-01,5705.5,FLNA,FL
1994-04-01,5734.0,FLNA,FL
1994-05-01,5752.3,FLNA,FL
1994-06-01,5773.3,FLNA,FL
1994-07-01,5796.3,FLNA,FL
1994-08-01,5811.7,FLNA,FL
1994-09-01,5837.4,FLNA,FL
1994-10-01,5832.9,FLNA,FL
1994-11-01,5889.9,FLNA,FL
1994-12-01,5874.5,FLNA,FL
1995-01-01,5890.7,FLNA,FL
1995-02-01,5912.3,FLNA,FL
1995-03-01,5931.8,FLNA,FL
1995-04-01,5936.5,FLNA,FL
1995-05-01,5952.4,FLNA,FL
1995-06-01,5968.9,FLNA,FL
1995-07-01,5970.0,FLNA,FL
1995-08-01,5991.5,FLNA,FL
1995-09-01,6015.9,FLNA,FL
1995-10-01,6023.9,FLNA,FL
1995-11-01,6048.5,FLNA,FL
1995-12-01,6068.6,FLNA,FL
1996-01-01,6064.4,FLNA,FL
1996-02-01,6087.8,FLNA,FL
1996-03-01,6133.5,FLNA,FL
1996-04-01,6115.1,FLNA,FL
1996-05-01,6133.3,FLNA,FL
1996-06-01,6141.4,FLNA,FL
1996-07-01,6161.5,FLNA,FL
1996-08-01,6185.8,FLNA,FL
1996-09-01,6210.3,FLNA,FL
1996-10-01,6226.3,FLNA,FL
1996-11-01,6242.0,FLNA,FL
1996-12-01,6260.3,FLNA,FL
1997-01-01,6289.2,FLNA,FL
1997-02-01,6294.4,FLNA,FL
1997-03-01,6313.0,FLNA,FL
1997-04-01,6354.9,FLNA,FL
1997-05-01,6370.8,FLNA,FL
1997-06-01,6380.9,FLNA,FL
1997-07-01,6414.6,FLNA,FL
1997-08-01,6432.7,FLNA,FL
1997-09-01,6463.2,FLNA,FL
1997-10-01,6460.1,FLNA,FL
1997-11-01,6474.4,FLNA,FL
1997-12-01,6494.9,FLNA,FL
1998-01-01,6530.6,FLNA,FL
1998-02-01,6539.0,FLNA,FL
1998-03-01,6547.8,FLNA,FL
1998-04-01,6546.4,FLNA,FL
1998-05-01,6571.3,FLNA,FL
1998-06-01,6592.2,FLNA,FL
1998-07-01,6622.3,FLNA,FL
1998-08-01,6630.9,FLNA,FL
1998-09-01,6647.6,FLNA,FL
1998-10-01,6675.2,FLNA,FL
1998-11-01,6696.0,FLNA,FL
1998-12-01,6713.0,FLNA,FL
1999-01-01,6708.4,FLNA,FL
1999-02-01,6736.9,FLNA,FL
1999-03-01,6747.1,FLNA,FL
1999-04-01,6758.6,FLNA,FL
1999-05-01,6779.6,FLNA,FL
1999-06-01,6802.6,FLNA,FL
1999-07-01,6800.6,FLNA,FL
1999-08-01,6814.3,FLNA,FL
1999-09-01,6818.0,FLNA,FL
1999-10-01,6859.4,FLNA,FL
1999-11-01,6882.8,FLNA,FL
1999-12-01,6913.2,FLNA,FL
2000-01-01,6943.4,FLNA,FL
2000-02-01,6950.2,FLNA,FL
2000-03-01,6983.7,FLNA,FL
2000-04-01,7007.5,FLNA,FL
2000-05-01,7039.4,FLNA,FL
2000-06-01,7055.3,FLNA,FL
2000-07-01,7074.8,FLNA,FL
2000-08-01,7091.3,FLNA,FL
2000-09-01,7113.8,FLNA,FL
2000-10-01,7120.0,FLNA,FL
2000-11-01,7133.6,FLNA,FL
2000-12-01,7145.8,FLNA,FL
2001-01-01,7124.2,FLNA,FL
2001-02-01,7141.4,FLNA,FL
2001-03-01,7152.1,FLNA,FL
2001-04-01,7152.7,FLNA,FL
2001-05-01,7156.8,FLNA,FL
2001-06-01,7165.2,FLNA,FL
2001-07-01,7159.3,FLNA,FL
2001-08-01,7163.0,FLNA,FL
2001-09-01,7160.0,FLNA,FL
2001-10-01,7141.4,FLNA,FL
2001-11-01,7125.0,FLNA,FL
2001-12-01,7117.2,FLNA,FL
2002-01-01,7119.2,FLNA,FL
2002-02-01,7119.8,FLNA,FL
